"var.diff.cumulative.coauthors.2.years","var.diff.cumulative.coauthors.4.years","mean.diff.articles","mean.diff.cumulative.coauthors","var.diff.cumulative.coauthors.5.years","var.diff.articles.5.years","var.diff.2.cumulative.coauthors.5.years.up","entropy.opposite","mean.author.minus.venue.context.zscore","var.diff.2.cumulative.coauthors.4.years.up","var.diff.2.articles.5.years.up","var.diff.2.articles.2.years.up","var.diff.2.articles.4.years.up","var.diff.2.articles.3.years.up","var.diff.2.cumulative.coauthors.3.years.up","Node"
3891,3317,2202,3124,3231,3323,4225,1891,4225,4225,4225,1043,1275,3145,4225,"3370"
1246,1077,4225,2701,1908,3017,4225,4086,4225,4225,1291,2314,1171,2750,764,"3371"
1294,1037,3400,2671,885,1267,4225,2857,1217,4225,4225,203,4225,4225,4225,"3372"
4107,3816,1158,3369,3310,686,693,2289,4225,640,2564,1753,1171,1113,2454,"3373"
1553,2266,1049,2450,716,294,343,2168,4225,1044,468,573,2046,1330,1377,"3374"
839,284,796,1426,4225,4225,4225,2403,10,80,4225,854,392,193,1059,"3375"
2781,2705,3927,2800,3310,1842,4225,1327,4225,4225,2469,2375,2820,3183,1286,"3376"
2899,1979,1509,1083,1908,3169,4225,2181,4225,4225,350,3981,1372,2910,792,"3377"
2183,4225,3640,3607,4225,448,4225,1543,4225,1209,410,655,2046,236,2667,"3378"
2906,2157,369,950,4225,4225,4225,1075,4225,549,4225,478,277,873,3145,"3379"
3063,2594,4017,2671,3231,2391,598,367,4225,4225,4225,883,4225,873,1727,"3380"
2445,2395,3129,2450,1070,1120,889,1741,4225,1677,2069,3890,2536,2732,2056,"3381"
721,2931,1360,428,689,584,746,637,634,4225,1219,117,4225,3145,3052,"3382"
1908,3055,4017,2283,1633,923,4225,1328,4225,4225,4225,1714,4225,1280,4225,"3383"
3765,3317,2018,3124,2051,1120,1650,1499,1230,1209,2381,2748,2173,2226,3052,"3384"
1982,1740,2056,3331,2979,1191,4225,1227,1231,4225,2469,2953,2173,1801,1114,"3385"
2916,4225,1481,3642,4225,4225,4225,1831,4225,4225,4225,2039,4225,3341,4225,"3386"
1333,956,709,608,4225,4225,4225,1806,4225,1548,4225,2039,526,3481,2847,"3387"
3644,3055,2377,3124,1699,1267,1504,1177,4225,1209,2310,2629,2536,3173,2600,"3388"
3689,3055,2377,3637,3231,2501,772,1397,4225,4225,1219,2287,2820,2450,4225,"3389"
4120,3816,2887,2938,4225,4225,4225,1795,4225,606,4225,2375,1171,2985,2264,"3390"
517,4225,1465,1294,163,150,63,1857,4225,4225,101,775,133,1667,345,"3391"
3587,2157,2018,1658,4225,4225,4225,1037,699,1340,4225,1211,1702,1872,2381,"3392"
1296,514,996,534,404,279,579,745,657,515,631,1895,1372,3270,2591,"3393"
1523,919,3724,268,816,2873,4225,1529,4225,4225,4225,2684,721,873,180,"3394"
814,3317,163,302,1120,77,598,857,412,198,192,3233,1471,2750,3145,"3395"
1396,1740,4225,2037,581,1044,421,3452,4225,1099,1511,3240,1594,3364,1446,"3396"
3950,3195,1902,816,4225,4225,4225,4134,4225,4225,4225,2547,1275,2713,733,"3397"
238,111,436,297,4225,4225,4225,2824,585,48,4225,165,57,707,312,"3398"
387,326,521,662,603,2256,4225,1823,4225,4225,4225,295,4225,107,4225,"3399"
1210,1221,2483,1401,391,614,272,2009,168,791,856,3379,721,2097,1124,"3400"
2636,3663,2267,1426,1764,820,964,2149,4225,4225,1908,1656,2952,2211,3224,"3401"
2937,1588,2631,1846,4225,4225,4225,3806,4225,4225,4225,1493,4225,4225,4225,"3402"
3348,3430,2250,970,3398,988,4225,3527,4225,263,2240,3915,2666,3527,1014,"3403"
743,676,678,1068,4225,4225,4225,1930,4225,4225,4225,3549,97,433,191,"3404"
1704,1337,4017,829,1568,2256,4225,1032,4225,4225,4225,755,4225,675,4225,"3405"
729,646,4109,4015,651,3454,4225,3048,4225,4225,4225,3848,4225,3145,4225,"3406"
2746,1812,1436,2938,4225,4225,4225,1015,4225,1209,4225,1684,800,3791,2264,"3407"
4072,3430,3927,3410,2638,2391,1253,4071,4225,1044,1828,3868,2952,2774,2504,"3408"
2791,3195,3321,3916,3057,2033,4225,332,4225,4225,1908,2591,2046,3341,2042,"3409"
2413,1221,3298,3964,1699,1481,4225,3871,4225,4225,4225,3454,4225,4225,4225,"3410"
204,4225,3037,333,93,279,82,1396,4225,4225,192,1753,477,481,163,"3411"
725,3816,3129,788,689,1481,1091,1465,4225,549,2564,3309,2666,3047,884,"3412"
2787,3430,3400,1655,2638,1338,525,2961,4225,4225,2069,2857,2173,2750,1286,"3413"
4008,4225,4225,4180,3149,1842,4225,3594,4225,4225,2564,2230,2820,3173,2596,"3414"
2576,2395,4225,3296,2804,2873,4225,1280,4225,4225,1291,3912,2173,2910,4225,"3415"
1712,1271,3927,1285,2804,3323,258,1449,4225,995,1139,2121,962,3663,2137,"3416"
2924,2395,1554,2934,1764,686,4225,2417,4225,1548,1908,2699,4225,3550,1961,"3417"
637,622,4109,4138,816,3169,4225,1908,4225,4225,1139,1662,4225,2431,4225,"3418"
4129,3430,1470,3737,4225,4225,4225,2920,4225,4225,4225,3340,1058,2608,2454,"3419"
2718,2266,837,1956,2123,774,927,2087,4225,1209,2310,3758,4225,2593,2454,"3420"
3774,2490,2646,4152,2284,1267,4225,993,772,4225,4225,3454,4225,1974,4225,"3421"
3029,4225,3216,3879,2123,430,1598,2338,4225,4225,375,2629,962,1882,1973,"3422"
2788,1740,2080,1013,4225,4225,4225,1648,4225,937,4225,1814,1702,1974,1799,"3423"
2984,2594,1391,3813,2804,988,4225,1215,4225,4225,2381,4178,2666,3518,1640,"3424"
2594,1979,816,3637,3398,205,661,1152,4225,4225,410,1421,962,1443,2137,"3425"
2660,3430,2618,3908,2471,4225,1650,802,4225,4225,500,4225,4225,2001,2847,"3426"
3329,2931,2018,4087,4225,4225,4225,3233,4225,1611,4225,3955,4225,1801,2454,"3427"
2947,1271,1655,2701,1514,923,1253,1747,47,640,1985,4021,1806,1689,1964,"3428"
3644,2266,2618,3196,1633,1407,1221,2526,4225,1447,2381,3688,2666,2563,3071,"3429"
2688,1740,2076,2719,4225,4225,4225,2171,4225,1209,4225,1587,1471,1156,1886,"3430"
2526,1740,2869,1885,1013,1572,1182,939,4225,1548,2310,3955,1922,2774,2461,"3431"
2521,1517,3724,2849,1120,1481,772,2308,4225,791,2310,3264,2666,2503,1817,"3432"
3581,3816,3640,2371,2896,3454,772,34,1260,515,790,2944,2666,2732,1799,"3433"
2894,3816,996,1506,2638,1481,625,92,1191,4225,1067,782,1702,1330,1230,"3434"
3923,3430,1509,1834,3149,1926,4225,64,4225,4225,1067,3655,1372,2062,1439,"3435"
3509,2266,3037,3850,2284,2620,4225,167,907,4225,1291,3109,1702,2935,4225,"3436"
3260,1740,3514,3879,1836,3169,4225,651,4225,4225,4225,1390,4225,4225,4225,"3437"
4180,3430,3142,3916,3149,3017,4225,111,4225,4225,4225,2736,1372,3481,4225,"3438"
3183,1979,3129,2000,1982,2033,4225,255,4225,4225,2069,3637,1058,3663,884,"3439"
4157,3546,2260,3251,4225,4225,4225,62,1260,791,4225,2779,1471,2211,2234,"3440"
3121,2266,3724,3702,2638,4225,4225,87,1235,4225,631,2262,653,1777,926,"3441"
3893,2395,3819,3813,2638,2033,4225,129,4225,4225,2069,3211,2301,2910,4225,"3442"
3606,2395,1906,1091,1699,2873,4225,2474,4225,4225,4225,755,277,376,614,"3443"
156,4225,485,82,4225,4225,4225,1361,4225,4225,4225,666,4225,423,792,"3444"
2243,3816,3819,3237,3231,3169,772,2735,4225,515,4225,3003,4225,4225,3145,"3445"
1752,1675,1462,1479,3057,988,251,3641,4225,4225,2469,3868,2419,3207,834,"3446"
3743,4225,1003,1426,4225,4225,4225,891,1172,339,4225,1622,2301,983,1881,"3447"
2554,1812,2402,3734,1456,467,4225,349,1046,4225,4225,176,4225,4225,4225,"3448"
3907,3317,4017,3770,3310,2033,860,304,4225,4225,2153,3549,2419,3791,2847,"3449"
3155,3055,1823,1237,1198,2749,4225,1829,4225,4225,4225,993,4225,473,4225,"3450"
2401,1165,2618,4015,1514,2141,4225,2622,4225,4225,4225,2527,4225,606,4225,"3451"
3489,2490,2959,2763,2374,923,1221,549,1174,1396,1828,3454,2419,3481,3148,"3452"
1887,1337,319,4205,1633,1572,4225,191,887,4225,4225,75,4225,46,1286,"3453"
1246,883,2267,1839,289,1191,4225,136,1165,4225,4225,1390,4225,4225,4225,"3454"
3037,1884,3927,3331,2374,3454,4225,2221,4225,4225,4225,883,4225,4225,1365,"3455"
862,622,3613,4015,530,2749,4225,1913,4225,4225,4225,2287,4225,1433,4225,"3456"
3649,2075,3927,1620,946,2033,889,795,4225,4225,2240,293,4225,3047,2042,"3457"
1756,999,3927,2934,1514,3454,4225,707,4225,4225,856,4133,2301,2593,4225,"3458"
1829,3663,1753,1258,2123,542,498,3460,4225,4225,1356,3725,2301,2824,2042,"3459"
3041,3195,4109,2155,3398,1737,4225,3727,4225,515,4225,3400,2536,3183,1014,"3460"
1040,777,1823,497,716,1842,1182,3689,4225,1501,1665,1416,1275,2910,1961,"3461"
2099,3816,4109,1541,1356,2620,1182,34,596,4225,1511,2039,4225,3663,3224,"3462"
1145,4225,3927,3331,2724,1120,4225,359,370,4225,1665,4056,1922,2062,1995,"3463"
1014,1517,3037,3237,1982,2501,4225,163,1102,4225,4225,3211,4225,2211,4225,"3464"
1054,956,3514,3702,530,1737,4225,211,4225,4225,4225,2150,4225,4225,4225,"3465"
1822,1337,3927,3813,1514,3323,4225,565,4225,4225,924,4178,800,1872,884,"3466"
1603,2834,1957,1193,946,1642,1288,482,281,874,1746,4123,4225,2910,1656,"3467"
1362,1588,2978,2297,4225,4225,4225,166,572,1209,4225,2150,1594,1294,668,"3468"
2324,1588,3321,3245,915,521,598,103,895,937,631,1891,434,2261,1018,"3469"
3107,1979,2794,2238,1120,2033,1091,1419,4225,1677,1665,1217,2173,2689,2279,"3470"
2829,1221,4225,2549,1120,2501,4225,3091,4225,4225,4225,755,4225,4225,792,"3471"
2921,1884,3724,2498,2051,3323,4225,3214,4225,4225,999,2830,1171,1280,4225,"3472"
3635,2705,1753,2111,2896,3454,4225,2897,4225,4225,322,980,4225,1598,1365,"3473"
2954,1517,2212,2297,4225,4225,4225,985,4225,1340,4225,3340,2820,1598,1365,"3474"
2368,3055,3216,3579,2471,1926,4225,2279,4225,4225,1908,3400,2419,2985,4225,"3475"
2695,4225,630,2557,4225,4225,4225,2684,1139,4225,4225,515,4225,4225,4225,"3476"
2883,4225,692,846,4225,4225,4225,3715,4225,4225,4225,2713,4225,3663,2667,"3477"
676,848,864,2498,1245,653,4225,1004,857,4225,2469,3081,2666,2713,371,"3478"
1998,4225,3724,2934,4225,494,4225,3885,4225,4225,440,3773,1922,1170,1643,"3479"
1459,554,3514,3331,978,1338,4225,2548,4225,4225,4225,4159,4225,4225,4225,"3480"
2058,848,887,940,1070,430,1598,3330,4225,749,1665,3584,2952,2526,2145,"3481"
1851,2594,2332,594,2471,1572,4225,227,794,4225,2069,3303,1922,2083,258,"3482"
4092,3317,1823,643,2284,1737,278,209,873,135,1665,3303,2173,2450,577,"3483"
3460,2395,1957,2549,2123,2501,4225,2399,4225,4225,4225,980,4225,1974,884,"3484"
3825,1884,2412,3607,4225,4225,4225,1669,880,1501,4225,30,231,4225,4225,"3485"
1404,745,1902,625,4225,4225,4225,3304,4225,1270,4225,3303,1806,2997,1662,"3486"
1655,3317,1294,2003,4225,4225,4225,1369,475,4225,4225,534,254,779,637,"3487"
2580,1979,2319,2450,3398,3017,343,3276,4225,4225,681,2944,4225,2027,4225,"3488"
2193,3055,3819,1879,1013,1926,4225,2647,4225,280,4225,3454,4225,3663,764,"3489"
4192,3663,3819,4209,3398,2749,4225,3366,4225,4225,4225,1390,4225,873,3224,"3490"
3406,2490,2149,3341,2560,430,1288,3206,4225,1611,681,1848,2046,1280,2675,"3491"
1884,3546,3419,3341,1982,1267,1650,3877,4225,4225,2240,1649,2419,2226,2877,"3492"
550,587,350,1366,4225,4225,4225,1985,154,383,4225,1021,204,3341,4225,"3493"
4001,3663,381,1885,3398,774,4225,2414,4225,383,924,356,277,999,4225,"3494"
1029,4225,1481,1455,4225,4225,4225,3811,4225,4225,4225,1814,4225,1104,1727,"3495"
921,2157,2018,1285,1836,728,1005,2595,4225,4225,1426,683,4225,2910,2468,"3496"
3168,1812,3298,3879,2724,3169,4225,1818,4225,4225,856,2830,1058,1667,1365,"3497"
3654,3663,3400,3169,2979,2620,964,2103,4225,4225,1426,3637,1471,3145,2348,"3498"
932,514,3514,2155,816,2501,4225,2273,4225,4225,4225,911,4225,873,4225,"3499"
1303,2395,3400,3076,1908,1481,1182,3957,4225,791,2240,3973,2419,3697,3224,"3500"
1485,1884,1294,1087,4225,4225,4225,2206,1149,1099,4225,1159,1058,782,1114,"3501"
4120,3317,1365,4067,4225,4225,4225,3307,4225,4225,4225,1390,477,1104,4225,"3502"
4192,3546,2319,3908,2560,1267,1650,946,4225,1209,2564,3973,1594,3550,2699,"3503"
48,334,1158,30,745,2391,4225,305,423,4225,4225,598,4225,4225,78,"3504"
936,223,3400,863,530,4225,4225,621,4225,4225,576,1519,4225,675,4225,"3505"
2840,3816,2567,3087,2284,653,1413,2102,129,995,1291,1530,1922,3501,3145,"3506"
1567,709,1167,1265,3310,1737,258,2113,440,937,999,2230,1922,2431,2454,"3507"
4,2,724,18,6,205,4225,146,1154,4225,4225,4225,4225,4225,2,"3508"
3809,2834,1613,1807,4225,4225,4225,3173,4225,708,4225,3955,1702,3481,2957,"3509"
3583,2395,1516,3034,1836,653,1598,1005,188,1677,1908,2609,2419,2593,2771,"3510"
3530,4225,1436,2334,4225,4225,4225,3183,4225,4225,4225,2527,4225,1433,4225,"3511"
103,4225,431,104,4225,4225,4225,663,1170,4225,4225,37,4225,95,191,"3512"
4095,3195,2076,3912,4225,4225,4225,1060,761,4225,4225,3637,874,1598,1961,"3513"
2794,4225,1481,2990,4225,4225,4225,3142,4225,4225,4225,3890,4225,3341,2667,"3514"
719,676,2949,3196,514,1737,4225,2173,4225,4225,4225,235,4225,4225,4225,"3515"
3236,1884,3927,3296,2284,3323,4225,2130,4225,4225,924,1814,4225,2431,1579,"3516"
1858,3195,2794,390,2471,2141,58,2119,183,37,4225,2287,4225,4225,285,"3517"
747,2594,2855,788,1699,2873,4225,1578,4225,4225,4225,3416,874,2211,258,"3518"
1600,1588,1462,2498,3398,1191,4225,1815,987,4225,2469,2082,1702,2261,966,"3519"
2914,3195,1655,1793,1198,728,1288,3309,4225,874,1828,2697,1922,2010,4225,"3520"
1988,1454,360,237,816,430,363,1308,317,246,2240,3169,1806,3527,737,"3521"
4180,3663,3537,2557,3310,3323,498,3353,4225,4225,4225,2488,4225,978,1365,"3522"
2692,1884,2701,2155,2374,2620,4225,2916,4225,4225,924,2314,721,1598,1014,"3523"
911,4225,418,291,4225,4225,4225,1540,516,4225,4225,277,4225,2689,1961,"3524"
1916,1517,1554,421,2051,3454,4225,1412,4225,229,350,1084,4225,531,845,"3525"
449,373,1655,1727,816,1572,4225,949,171,4225,1665,700,392,3663,466,"3526"
3244,1517,1768,3341,1120,686,693,2507,444,749,1828,1839,721,2593,2969,"3527"
573,4225,1301,610,4225,4225,4225,2931,4225,4225,4225,1519,4225,1974,834,"3528"
3459,1675,3724,2934,1633,2391,1221,3703,4225,995,1985,2387,2046,3341,2581,"3529"
2114,1124,3400,3930,1356,3017,4225,1241,4225,4225,1291,3868,4225,2211,4225,"3530"
535,1454,465,303,1699,1267,224,2893,4225,4225,500,1649,4225,2211,764,"3531"
3088,3663,2168,2671,4225,4225,4225,3512,4225,4225,4225,3802,4225,4225,4225,"3532"
3987,3816,2319,3548,2804,1044,1288,910,4225,4225,2310,2412,2173,3791,2572,"3533"
588,399,2377,245,559,1120,746,280,943,1677,2469,3903,2820,2211,929,"3534"
2538,2705,1320,3237,2638,1842,4225,2661,4225,4225,1067,1273,4225,2062,4225,"3535"
3013,3816,2267,2509,1836,584,1367,2082,136,606,1219,883,2952,3403,2137,"3536"
3337,2266,2250,1285,2374,2501,4225,172,4225,4225,4225,694,4225,4225,792,"3537"
1694,883,1173,1512,4225,4225,4225,2039,1071,791,4225,1204,526,2563,2477,"3538"
3026,2157,3400,3296,2201,2749,4225,3350,4225,4225,4225,809,4225,675,4225,"3539"
1235,2490,645,2509,581,80,343,2646,4225,1548,70,408,1058,159,884,"3540"
3865,3430,3216,4015,3231,2033,1091,3078,4225,4225,1985,3264,2419,3047,2572,"3541"
2888,2834,2250,2549,1568,584,1005,3119,4225,1501,924,2699,2419,2312,2477,"3542"
3144,1675,2855,2884,4225,686,4225,2782,4225,822,924,2578,2536,1280,2847,"3543"
3022,1392,4017,3509,1764,1338,4225,2956,4225,4225,4225,315,4225,4225,4225,"3544"
1585,1454,1462,2800,915,1926,4225,1753,4225,4225,924,2287,2046,1335,371,"3545"
3805,2594,906,3470,2471,1338,1504,2078,4225,4225,1219,4123,2666,1443,2454,"3546"
3289,2075,1360,3548,1356,868,860,2204,4225,1209,2564,2830,1806,2431,2672,"3547"
1432,4225,793,594,4225,4225,4225,2965,4225,4225,4225,1084,4225,3791,3052,"3548"
2438,2395,2869,2371,1070,774,1005,4150,4225,1611,1511,3890,1171,2824,2260,"3549"
1598,956,1655,2549,1162,1267,4225,3925,4225,4225,4225,492,4225,4225,356,"3550"
385,136,144,521,4225,4225,4225,2426,279,41,4225,105,29,347,678,"3551"
1480,1588,1290,3076,3310,1044,458,1178,4225,4225,2381,854,1058,2431,2754,"3552"
3884,3317,3216,3770,2896,1842,1182,716,4225,1153,2069,2779,2419,3518,3052,"3553"
672,4225,244,199,4225,4225,4225,1392,73,4225,4225,570,4225,1777,792,"3554"
1975,1124,4225,1150,1982,1842,579,3397,4225,1611,2564,3802,2173,3341,1526,"3555"
1952,2594,2959,103,2374,3017,27,534,4225,33,856,2788,4225,1894,966,"3556"
3061,4225,779,453,4225,4225,4225,2581,4225,4225,4225,235,4225,4225,4225,"3557"
668,206,371,209,4225,4225,4225,2270,4225,708,4225,3340,1275,1598,2454,"3558"
1225,587,2080,680,4225,4225,4225,4119,4225,937,4225,2093,2820,2431,2348,"3559"
3134,2705,2618,2196,3310,2620,598,3918,4225,4225,1511,4016,2952,3481,1436,"3560"
4225,4225,37,20,4225,4225,4225,2831,754,4225,4225,4225,4225,4225,4225,"3561"
3786,2834,1753,970,3057,1842,4225,2442,4225,215,1426,3476,1806,1433,695,"3562"
2054,709,3298,1216,670,1267,1135,3040,4225,791,2240,4021,2820,3389,2234,"3563"
2985,2075,1263,1565,4225,4225,4225,3511,4225,1044,4225,3211,2419,3663,3224,"3564"
4199,4225,485,1109,4225,4225,4225,3035,1205,4225,4225,3211,4225,873,926,"3565"
2292,1337,2887,2671,4225,4225,4225,3663,4225,749,4225,1991,1806,552,1597,"3566"
2340,1812,2161,1767,4225,4225,4225,2059,4225,1548,4225,2452,721,3481,4225,"3567"
2613,1392,1130,635,3310,2256,4225,748,4225,4225,537,616,392,259,258,"3568"
1640,2395,3819,1541,1013,1926,801,3475,4225,1396,2469,3655,2046,2795,2158,"3569"
1132,809,2202,3879,1198,2391,4225,1203,421,4225,1067,2417,874,3145,524,"3570"
292,210,3129,808,380,4225,4225,3728,4225,4225,733,2893,4225,1433,4225,"3571"
3290,1675,1529,3774,4225,4225,4225,2656,4225,822,4225,2903,1471,1598,2234,"3572"
3459,2931,2618,2155,3231,3169,4225,2543,4225,995,4225,1691,721,1598,2348,"3573"
1426,4225,662,148,4225,4225,4225,1091,1054,4225,4225,755,4225,4225,4225,"3574"
4030,3430,3537,4054,2638,2749,4225,845,4225,1501,1291,2871,1372,2431,4225,"3575"
840,4225,1620,159,4225,4225,4225,2527,4225,4225,4225,2944,4225,3791,1640,"3576"
3441,4225,3724,4015,2638,820,1454,3249,4225,4225,1139,4016,1471,2226,2260,"3577"
2447,1675,4109,3702,1908,2391,4225,3688,4225,4225,2069,2944,4225,1777,926,"3578"
3134,3317,3037,3369,3398,3169,4225,817,4225,4225,856,3973,1702,3663,1230,"3579"
2126,1588,4109,3369,3398,3017,4225,873,4225,4225,1356,2944,4225,3145,2348,"3580"
1234,1979,232,788,2123,2749,4225,1406,83,4225,53,146,105,156,297,"3581"
2037,3055,3927,3196,2724,2391,726,974,4225,4225,1746,4099,2536,2322,1114,"3582"
782,346,3216,3971,439,584,4225,1041,1051,4225,4225,203,4225,4225,4225,"3583"
1262,1271,279,2450,1356,3454,4225,586,782,4225,4225,151,4225,89,668,"3584"
1267,709,4109,4062,816,3169,4225,1958,4225,4225,1067,3568,2301,2503,4225,"3585"
2725,1812,3724,3725,2471,3169,4225,2894,4225,4225,4225,2857,4225,4225,1163,"3586"
3055,2157,3514,4076,2284,1926,4225,444,4225,4225,4225,2121,4225,4225,4225,"3587"
2485,1517,2794,4123,1836,1481,4225,2505,4225,4225,2469,3582,2301,2526,1163,"3588"
3380,2594,3298,3548,1633,988,927,2660,4225,1270,1665,4057,1922,3257,2856,"3589"
999,777,1205,1801,4225,4225,4225,1389,4225,280,4225,1059,142,533,467,"3590"
3980,3317,1902,2595,4225,4225,4225,1337,4225,1099,4225,1656,1702,999,1979,"3591"
3525,2931,2794,3725,3398,1407,4225,1306,4225,4225,2469,3670,1171,1516,2348,"3592"
2302,3816,514,1727,1764,343,1454,1298,4225,708,2069,3465,2419,2795,2572,"3593"
3663,3317,3514,3017,2979,988,1135,3921,4225,4225,1665,2722,2419,3341,2957,"3594"
3927,2705,1762,2814,4225,4225,4225,3606,4225,1340,4225,3093,2173,3238,2688,"3595"
3380,2834,2207,2942,3398,988,4225,2624,4225,4225,2310,3491,4225,3173,1640,"3596"
3651,2931,1570,1890,4225,4225,4225,3782,4225,408,4225,1224,1922,2774,1736,"3597"
2477,1979,4109,2229,1356,2256,4225,3727,4225,4225,4225,2578,1171,978,668,"3598"
4001,3055,3537,3885,3057,3323,4225,1124,4225,4225,4225,2684,1702,3791,2572,"3599"
3714,3663,1470,1767,4225,4225,4225,2621,4225,4225,4225,3053,2820,2062,1901,"3600"
3478,3195,2018,2800,3057,1737,693,3103,4225,4225,1665,4085,1171,2312,4225,"3601"
3965,3055,4109,3813,2560,988,1559,3576,4225,1611,1511,1298,2952,3501,2969,"3602"
1668,1588,912,2075,4225,4225,4225,2730,259,1396,4225,384,800,74,1230,"3603"
4107,3430,3613,4104,2724,2033,4225,982,1151,1548,2069,3476,2046,3019,3231,"3604"
3930,3430,2794,3734,2123,1191,1504,3110,4225,1340,2381,1991,1372,2985,3071,"3605"
3263,2834,1711,1807,4225,4225,4225,3290,4225,663,4225,3848,2536,3791,1799,"3606"
3272,2395,3819,2450,2051,2620,1288,162,689,1044,1665,3921,2301,3173,1888,"3607"
707,999,279,279,2051,820,4225,1586,4225,4225,375,2830,254,1143,111,"3608"
1188,533,3216,3169,1568,1642,4225,2705,4225,4225,4225,4159,4225,4225,524,"3609"
1016,1884,319,375,559,133,1504,1637,22,408,282,1467,1171,3697,2137,"3610"
1197,809,4017,2800,2560,3017,4225,1556,4225,4225,1511,3035,4225,3145,668,"3611"
2447,956,2794,2229,1764,1642,1367,1335,4225,749,2381,2467,1171,1280,2754,"3612"
4166,3430,3640,3245,3310,3169,4225,892,4225,4225,999,1416,4225,1104,1579,"3613"
3022,2395,3514,3410,2284,584,1454,1579,4225,1548,733,2540,721,1816,1817,"3614"
2764,1271,475,1484,1301,3323,1454,973,934,4225,4225,719,434,1280,3145,"3615"
1470,848,172,166,4225,4225,4225,1022,67,791,4225,165,1372,115,578,"3616"
1555,1165,3514,3124,745,1642,4225,1677,4225,4225,4225,971,4225,473,4225,"3617"
613,4225,1702,62,4225,4225,4225,512,861,4225,4225,2452,4225,3791,1436,"3618"
2529,4225,3613,2934,3149,3323,4225,2100,4225,383,4225,2058,1594,2689,1163,"3619"
278,124,2794,165,210,3454,4225,53,4225,4225,4225,2170,4225,1280,4225,"3620"
876,1588,2319,1727,2560,988,4225,471,286,4225,2310,2252,2820,3019,1059,"3621"
771,745,1290,175,2051,1338,4225,2236,4225,4225,1665,3340,2046,2010,97,"3622"
3876,3317,3037,3579,2979,2391,1182,1758,4225,1209,4225,3549,2046,2431,2856,"3623"
1006,3663,3400,413,2979,3454,34,268,4225,4225,4225,1555,874,978,4225,"3624"
3956,3546,2377,3460,2979,584,1005,1432,4225,874,1067,2420,2301,1352,3052,"3625"
1949,2490,310,383,2123,2391,156,1576,785,4225,111,688,231,1280,466,"3626"
2977,1588,614,1106,1409,494,927,1599,1072,1153,2240,1656,2419,683,1905,"3627"
3560,3317,2949,3410,2123,774,1413,2260,4225,1548,1219,3576,2666,2593,2690,"3628"
1371,1454,3640,792,559,2620,4225,3356,4225,4225,1426,3161,1058,2689,966,"3629"
3523,3055,2276,1486,4225,4225,4225,2799,4225,432,4225,1946,2046,2713,1825,"3630"
2554,1454,2377,2849,2051,3017,4225,708,830,4225,576,719,4225,2211,1114,"3631"
4199,4225,1301,3857,4225,4225,4225,2453,4225,4225,4225,1684,4225,1777,4225,"3632"
4161,3195,2559,3912,4225,4225,4225,3291,4225,1447,4225,2121,2419,2910,2591,"3633"
3865,2834,1753,3548,2638,1737,1504,1303,4225,1677,1665,4178,1171,2935,3153,"3634"
939,919,4109,3017,1764,4225,4225,2539,4225,4225,924,3211,4225,1872,371,"3635"
3190,3195,1360,3076,3310,3169,4225,1658,4225,4225,4225,1014,330,1104,4225,"3636"
3506,2157,2018,1237,1908,2256,726,3379,4225,791,1067,2611,1171,2542,1523,"3637"
3835,4225,2319,3813,3149,584,1135,3632,4225,874,681,1895,2301,1606,4225,"3638"
2276,2075,3819,1879,1198,1572,1559,1768,4225,1396,2469,4062,2536,3047,3224,"3639"
1930,2266,2138,2037,1198,316,1135,1019,4225,4225,264,2630,434,1443,1064,"3640"
904,2266,4109,2229,2638,2620,4225,3354,4225,4225,1511,3670,2301,4225,1230,"3641"
1329,1037,1832,2894,4225,4225,4225,2707,107,549,4225,1062,277,2689,2957,"3642"
2087,1037,1391,1506,1514,2749,4225,2547,4225,4225,4225,1662,4225,903,4225,"3643"
2471,4225,1481,2510,4225,4225,4225,1797,4225,4225,4225,176,4225,4225,4225,"3644"
2825,1517,2545,3331,1836,3169,4225,2695,4225,4225,4225,2121,477,606,2348,"3645"
3819,4225,3129,3908,3310,3323,889,1526,4225,791,924,2039,4225,1860,4225,"3646"
147,1337,3400,143,1764,2620,4225,377,4225,4225,1356,1976,2536,1777,395,"3647"
3959,2931,2794,2719,4225,4225,4225,3973,4225,4225,4225,911,4225,2295,884,"3648"
